transaction_amount,account_age_days,num_transactions,fraud
109.93428306022466,457.6240317977297,4.0,0
97.2347139765763,454.6585891616146,4.0,0
112.95377076201385,320.4356827369985,4.0,0
130.46059712816052,466.99098082985626,5.0,0
95.31693250553327,573.2829081821745,7.0,0
95.3172608610164,372.5767880923205,3.0,0
131.58425631014782,604.8482651050592,7.0,0
115.34869458305818,548.7774821084338,3.0,0
90.61051228130096,426.5766678028962,3.0,0
110.8512008717193,485.8470362662152,7.0,0
90.73164614375077,659.8321807641033,7.0,0
90.68540492859486,573.3547813505866,7.0,0
104.83924543132068,500.8783654898148,2.0,0
61.73439510684404,476.2316683039016,4.0,0
65.50164334973934,507.660907045166,7.0,0
88.75424941518054,448.82364420576965,5.0,0
79.74337759331152,289.5250494280985,3.0,0
106.28494665190549,704.2177910534731,6.0,0
81.83951848957578,515.5324999199402,4.0,0
71.75392597329417,539.8147265122537,9.0,0
129.31297537843108,494.2092250123091,8.0,0
95.4844739902693,426.4883199275412,6.0,0
101.35056409375848,481.4075519051229,8.0,0
71.50503627573087,340.0605237805689,5.0,0
89.11234550949635,727.7086498053304,7.0,0
102.21845179419732,376.5488001577604,8.0,0
76.98012845155395,396.80337161528206,5.0,0
107.51396036691344,455.97407956136,4.0,0
87.9872262016239,628.8075724852378,2.0,0
94.16612500413449,501.45089992626544,5.0,0
87.96586775541206,376.3864203969538,7.0,0
137.04556369017877,625.433836075734,7.0,0
99.73005550524132,573.1000626785482,6.0,0
78.84578142088199,553.8434957216452,4.0,1
116.45089824206376,571.5734241170841,1.0,0
75.58312700057955,739.4361900582451,4.0,0
104.1772719000951,718.5094895036112,4.0,0
60.80659752240449,431.32846569967046,4.0,0
73.43627902203139,662.3884992811152,6.0,0
103.93722471738246,538.31681897589,9.0,0
114.7693315999082,549.9095816137749,5.0,1
103.4273656237994,330.7729168356672,5.0,0
97.6870343522352,482.9614234611804,4.0,1
93.97792608821422,418.71764096634354,5.0,0
70.42956019265145,582.8058814893309,3.0,0
85.60311583210583,607.1080500402805,5.0,0
90.78722458080424,292.5513648983689,6.0,0
121.1424445243783,497.79651359957296,5.0,0
106.87236579136923,612.1861504794252,6.0,1
64.73919689274533,481.3321037686555,6.0,0
106.4816793878959,572.9063645002365,1.0,0
92.29835439167368,535.1165467627084,6.0,0
86.46155999388083,534.1660231952626,4.0,0
112.23352577681736,472.86850219317023,3.0,0
120.61999044991902,378.341919586429,3.0,0
118.62560238232398,387.8469852574973,6.0,0
83.21564953554723,570.9352514455318,5.0,0
93.81575248297573,501.94582555188833,2.0,0
106.62526862807128,486.1487755392776,6.0,0
119.51090254244718,457.61099576776473,2.0,0
90.4165152430942,469.4811154519248,5.0,0
96.28682046672364,604.691179448814,5.0,0
77.87330051987944,466.4755918131973,7.0,1
76.07586751838659,365.8935286698432,9.0,1
116.25051644788395,574.3651775540174,2.0,0
127.12480057141646,479.51233361352826,5.0,1
98.55979756839332,503.1395865532776,4.0,0
120.07065795784048,660.7578306399511,6.0,0
107.23272050095268,497.94394426494927,5.0,0
87.09760490789752,528.9183673118725,4.0,1
107.22791211016828,382.1076508701675,4.0,0
130.76073132931938,478.033054764904,3.0,0
99.28347921780096,560.9526045208602,7.0,0
131.29287311628013,344.46262661587576,6.0,0
47.60509791820511,520.084509311571,7.0,0
116.43805008750448,510.0791072644806,4.0,0
101.74094136476344,504.128745558744,4.0,0
94.01985299068264,603.7158898658244,3.0,0
101.83521553071004,533.4438514848522,6.0,0
60.24862170798215,647.8071898356444,3.0,0
95.60656224324975,400.6410484405964,9.0,0
107.14225143023492,513.5924567218348,2.0,0
129.55788089483033,508.44667863899474,6.0,0
89.63459563452705,393.074550624492,8.0,0
83.83012794213624,595.6295002091346,6.0,0
89.96485912830927,732.4673305852818,5.0,0
118.30804235404148,498.2993925516169,3.0,1
106.57502219319367,550.5021088273767,2.0,0
89.40479592465923,508.4518475815327,7.0,0
110.26534866226712,428.6415330092824,8.0,0
101.9415509869608,317.9239722197984,4.0,0
119.37289981065778,429.42265169046345,3.0,0
85.95893812245295,360.80416190482686,1.0,0
93.44675706804465,670.4102078059118,3.0,0
92.15783693735683,488.4890306076761,5.0,1
70.72970103735763,465.40806709528295,8.0,0
105.92240554129152,588.9153824787805,6.0,0
105.2211054435978,387.8248897144112,6.0,0
100.10226913284922,423.3135961995448,4.0,0
95.30825733249706,506.8072269248621,4.0,0
71.69258515899172,602.8768991423481,8.0,0
91.58709354469282,550.1685045168788,5.0,0
93.1457096694646,524.8325142515882,1.0,0
83.95445461556761,507.8117735236016,4.0,0
96.7742857666798,540.0235855526776,3.0,0
108.08101713629075,520.1652905129255,4.0,0
137.7237180242106,397.0027725223064,6.0,0
103.49155625663678,504.6079221633152,5.0,0
105.15100781445528,392.6311341082247,5.0,0
98.51108168467664,508.1082542900824,8.0,0
61.62457569401917,451.9352058511759,4.0,1
99.46972249101566,753.9381622782862,9.0,0
101.20460419882052,496.0105616248288,4.0,0
149.26484224970574,359.5760433738411,5.0,0
96.15278070437756,486.5819789323076,4.0,0
106.03094684667224,551.9358745637888,5.0,0
99.30576460589512,667.3363946152524,6.0,0
76.62643924760935,441.05476000612816,6.0,0
122.8564562903004,341.757202597636,3.0,1
115.03866065373548,581.6837011430981,3.0,0
115.82063894086092,361.9401294100349,10.0,0
81.81225090410521,456.3844558492515,4.0,0
128.05588621872198,474.2379514489006,6.0,0
71.96297874415438,493.0366546699892,2.0,0
111.7371418760054,568.9164457074336,4.0,0
143.80911251619958,431.6365717713612,5.0,0
80.18927349738624,472.6270747833239,6.0,0
88.67404540794456,498.5729647050612,1.0,0
101.99302730175282,514.9597957518788,5.0,0
89.93048691767602,509.78271747079225,3.0,0
68.98673137867735,543.6005775222579,6.0,0
101.37125949612054,584.3839509641737,3.0,0
78.7539257254779,539.2634115650968,3.0,0
109.47184861270364,545.3585523509219,4.0,1
81.61151531532394,341.7776833253522,3.0,0
130.9986881003508,505.02276991656805,4.0,0
84.33493415327526,547.9507548001609,3.0,1
93.55876967588648,572.894119457045,1.0,0
116.2703443473934,430.76492257662056,7.0,1
75.3827136713209,434.0960725111355,2.0,0
104.54919869208258,442.58993247164017,5.0,0
126.14285508564856,553.6413899891344,7.0,0
67.85033530877544,603.3881054924209,4.0,0
103.69267717064608,459.25398927083984,3.0,0
105.19765588496848,590.7962313627049,5.0,0
115.6364574355462,512.3479809164594,7.0,0
75.26098578243835,487.5714222837564,3.0,0
73.59086773831447,478.8615770182031,5.0,0
110.43883131233795,574.6611364602157,2.0,1
105.93969346466372,532.557781678707,4.0,0
105.00985700691751,727.5825427647637,5.0,1
106.9289641899395,414.7775357002676,3.0,0
86.39950556843019,551.8101702029976,4.0,0
104.64507394322008,447.0798990188487,2.0,0
105.86144946597362,413.0713013011356,5.0,0
85.71297163947264,498.9132862965028,7.0,0
137.31549022289514,513.7352479407036,3.0,0
109.47665841823576,791.8173555060092,4.0,0
76.17393005594703,481.5854184316798,6.0,0
113.1310721726766,386.9821270515316,7.0,1
80.50636659545357,527.3010717494386,2.0,0
115.74169207484904,292.5359962453632,5.0,0
123.17191158014808,490.8043217395734,6.0,0
83.5863536329658,501.60252822951605,5.0,0
119.26752258488644,579.4600382945212,1.0,1
108.25561853872996,597.3622249427847,6.0,0
116.4412031998898,449.64303810922826,8.0,0
137.93585965307895,484.9385985370067,5.0,0
95.09223767994258,423.3879169389329,3.0,0
84.9252767128502,387.1937445192306,4.0,0
82.20971140748954,530.9894779380635,9.0,0
83.68379430069123,372.64144514034007,7.0,0
98.45796581171793,458.5373099428137,6.0,0
106.82303949633288,400.4826040100763,6.0,0
105.5338159866004,554.9683186290259,4.0,0
116.54366498072048,680.1430099266488,5.0,0
100.26003783755814,369.84120171966686,5.0,0
129.07068154314635,314.6981517102431,6.0,0
94.70686333524088,487.5113114649933,8.0,0
154.40338333179238,501.5697795957759,7.0,0
112.51334695530012,521.8659306757297,2.0,0
82.85684887167434,455.3679484765655,5.0,1
78.58215003877775,479.9360701174568,6.0,0
109.64944830486372,536.7510410540602,6.0,0
95.53074429348298,604.0430892644839,4.0,0
114.28000988184183,304.4951229681717,11.0,0
109.4647524914709,463.10605609685376,2.0,0
98.54342174686256,521.3808793941064,3.0,0
83.06412563863191,408.2023895389264,5.0,0
69.70305550628271,673.11696317673,9.0,0
91.06970095865958,436.4590119771263,3.0,0
117.12797588646944,495.8707312992717,4.0,0
104.28187488260409,555.602209684229,7.0,1
75.08522442576023,440.87152111981055,5.0,1
103.46361851702363,315.3426952195583,4.0,1
107.70634759457674,457.1345473083466,6.0,0
82.32285127597734,602.944055592704,6.0,0
103.07450211891056,466.31048732148616,7.0,0
101.16417436892,415.3565698541021,8.0,0
77.14059404338754,592.5672209502721,6.0,0
107.15574720696569,466.92251039769474,6.0,0
111.21569052736469,448.9839186349783,5.0,1
121.66102486350552,514.945608966331,6.0,0
121.07604104069806,577.0750209618787,5.0,0
72.44661264085818,738.1713531732546,5.0,0
81.24349920169755,582.7236107657423,7.0,1
110.3007053441732,615.9839966388345,8.0,0
110.27571901824416,449.40338010121445,2.0,0
110.30095372612097,397.41318940305234,5.0,0
177.05462981309444,506.2331349619123,4.0,0
111.41781021386332,510.7169915259596,4.0,0
122.71131280361196,392.1487258635403,6.0,0
119.08003526986406,482.4705470095987,6.0,0
113.02782502611596,539.9317601719131,5.0,0
93.69461510719309,536.0393395018081,1.0,0
115.17938440986536,550.4287853384272,3.0,0
84.54349570924856,529.0964730137443,7.0,1
95.26362786519982,449.2991340729944,1.0,1
90.29272904341794,448.60993733511566,7.0,0
101.63748278772646,380.1048602006124,6.0,1
146.29317133347018,678.4775039185095,8.0,0
62.65469614816504,501.3450364619293,5.0,0
113.72520380749027,477.5146944205148,1.0,0
67.74568257620697,407.12079185475415,6.0,0
90.56136268421132,793.5657902327778,8.0,0
121.77901193934731,392.6671967777104,7.0,0
101.28560038190926,457.11520743939263,4.0,0
78.44510444141387,541.5836836286061,5.0,0
85.69392581480064,560.0212965744278,4.0,0
113.59195497869352,595.7932055215684,3.0,0
85.39266736565727,680.7608507769263,7.0,0
104.3291717916395,550.6157655460712,3.0,1
100.91143679807628,394.3969200033332,3.0,0
86.96799304788365,474.3054874878218,3.0,1
142.8788817865065,530.7832372513885,2.0,0
112.67838044636022,706.8226041505824,5.0,0
59.49714826684786,360.2194521575703,7.0,0
103.72908629538856,620.2576505225228,5.0,0
86.76427070463224,517.9914369546417,2.0,0
117.04866669592448,583.7830535229481,7.0,0
84.14958523134598,489.8005283364068,8.0,0
97.70527117066202,415.7567369873674,4.0,0
110.09974557960916,575.0872779401332,4.0,0
117.31510388340244,565.4431027105621,6.0,0
75.99407185888447,597.2056965739722,8.0,0
93.30997528318105,498.6695364621365,4.0,0
90.50109377678088,440.0177976680151,2.0,0
86.93341534852576,344.12130049761583,6.0,0
135.30908480562192,581.9373268139407,7.0,1
108.09963421921913,542.3889482443986,5.0,1
74.78232091329909,403.4217367136041,4.0,0
118.35723894109552,446.1426326703376,7.0,0
142.44312394025266,453.324118804856,6.0,0
120.64930521102292,351.7015568017582,3.0,0
69.61260068091974,418.2317603394866,5.0,1
90.31531854267496,386.61696431936457,2.0,1
125.33822298373244,458.7520988112064,6.0,0
85.84661068762438,426.13025016704376,4.0,0
108.87638856292456,337.2995079133251,4.0,1
115.49268106858672,702.2590230569481,5.0,0
81.46139056843833,625.254073102923,5.0,0
98.809492878764,422.0980578480014,7.0,0
35.17465319861854,527.242139665361,6.0,0
79.51224717331421,541.7465089821295,5.0,0
94.9486369721368,619.1085854773477,7.0,0
75.04433636070301,418.13949733399215,6.0,0
132.64822607863272,609.2106783982426,4.0,0
71.39717244078734,445.2094695793065,5.0,0
91.19911026606032,366.4137595831387,5.0,0
102.61481154572182,572.4136559314497,6.0,0
128.82546578132232,629.0758424122428,4.0,0
71.2827569764112,758.7908973530684,4.0,1
123.26327504309918,380.02747349097865,9.0,0
100.20466122039174,569.8919685080789,7.0,0
80.36982697904098,459.0198756206467,3.0,1
109.24206948526542,578.3358710524031,6.0,0
103.9811939114694,352.9510448768749,5.0,0
87.9956624568241,373.7230224301436,6.0,0
101.39604169980038,422.4125176833516,5.0,0
92.2937280627648,507.8964045668084,7.0,0
102.27034690502497,435.89187334616446,6.0,0
113.24261349042094,565.9054343913419,5.0,1
131.72033632290703,602.6894618257915,7.0,0
75.24369002346302,559.9577541245355,5.0,0
142.66066749312537,661.8787639660868,5.0,0
60.958244009549965,541.5826629455343,6.0,0
96.96429809928831,378.3103289659833,5.0,1
111.76634412969152,636.337651353834,5.0,0
105.61983735470064,439.48437643940025,4.0,0
87.54600960358812,591.041849968557,3.0,0
95.83755499285448,657.3734216555106,3.0,0
90.13998130682334,545.66880107304,2.0,1
88.21270486111577,350.384118683535,3.0,0
116.99204194042048,408.1787833490208,5.0,0
107.14030971930094,632.2744466885135,5.0,0
86.14180809478691,483.0877314357184,4.0,0
117.991997508665,507.9573534942166,1.0,0
106.1459904175322,575.8824416163609,8.0,0
116.2572423767792,569.6322862080324,7.0,0
112.59257683847224,527.8799812385461,6.0,0
83.42009978155855,479.1331628779534,9.0,0
88.79637919606061,468.73315542676426,3.0,1
114.94587210246524,585.7898825291343,9.0,0
112.2074053086693,555.3569531067793,3.0,0
99.58196812071704,474.269999938221,5.0,1
102.34654766617564,608.211231299314,2.0,0
125.5532979157685,487.0965884870216,5.0,0
88.1685722232834,414.8337825665607,6.0,0
110.94194762340076,424.1029301096655,5.0,0
95.95614695132213,402.1259163690234,6.0,0
95.6463759354556,472.75899833963126,5.0,0
121.9755370397438,623.3724278336193,4.0,0
116.5083269797606,419.4904818969491,4.0,1
116.27019272001276,518.8475761018103,7.0,0
126.10957614308658,434.3310654372586,4.0,0
100.42007683265518,473.96909587285626,7.0,0
113.63905942589928,348.9958788014748,7.0,0
93.79466486813088,477.94617708434623,2.0,0
106.48332704976885,480.6294620195038,7.0,0
97.39713891264633,554.0287944035696,9.0,0
101.93991929985437,522.328091325537,6.0,0
111.90314050873828,380.1607875047955,6.0,0
83.63558633533054,608.4198244043542,7.0,0
141.8477455137092,521.0303040221995,4.0,0
79.87965237000596,519.8393517177486,5.0,0
75.71622774424536,499.0817646614861,2.0,1
123.16221747000137,448.224255277778,5.0,0
115.83325387925872,521.7802339748727,6.0,1
112.4823963410431,547.5588435928582,6.0,1
112.5669101852856,325.3104308654445,7.0,1
99.7550645430617,446.1239162653905,3.0,0
82.05491257028336,474.5053029596411,4.0,1
101.51609116387452,525.6170605694278,9.0,0
86.45676576975777,619.3311005927126,5.0,0
119.50239466835502,422.82591854032177,5.0,0
97.05885236995722,450.2038153182158,5.0,1
83.49005606414977,448.746588935345,3.0,0
93.57228316694014,419.84724098954587,8.0,0
108.25862908551248,465.28135048877374,4.0,0
88.7255089439205,577.0802219987971,3.0,0
83.55559208867137,394.6164504635655,4.0,0
104.87374422983824,542.7814395152903,1.0,0
104.89933142217446,329.80977699816646,4.0,0
89.8611364925774,443.8662003557794,3.0,1
90.57923388763356,467.0510699782014,6.0,0
104.64099874715272,667.4859672914065,4.0,1
71.03831317005351,472.5197695247312,7.0,0
71.8507245124689,279.8756526549082,8.0,0
85.63111557495128,300.111109313875,7.0,0
95.73105696576306,503.4029586346681,5.0,0
106.2181513119601,561.3770855789909,5.0,0
129.50712433899105,537.5455857627253,2.0,0
117.1531924640404,516.7570105800991,5.0,0
96.80122940073146,616.2259597505667,3.0,0
99.61967584194622,446.0408779262869,6.0,0
79.94941270724382,589.4910556026825,10.0,0
99.6297372801522,336.7985114973583,6.0,0
94.22682722159723,409.5052167061934,1.0,0
106.4543712067618,319.2958605068184,4.0,0
83.45538112895355,472.5154699330208,5.0,1
110.38693028482344,495.3738782733657,5.0,0
130.65477826005156,511.410149222652,4.0,0
97.82479703086284,506.1883352887135,5.0,0
108.03423444197882,407.2446669188272,3.0,0
113.80287983422224,480.9759155586784,3.0,0
91.97559056228329,350.25533313942515,6.0,0
104.48184963620834,636.322897513225,3.0,0
100.2518480156359,469.6373927101999,6.0,0
101.95352197097664,451.1113880956309,2.0,0
84.53980432289067,658.8940328444082,9.0,0
100.49020348517884,375.7753466450771,3.0,0
109.959965824909,387.4412885968031,5.0,0
129.02287215590084,390.3779675131435,6.0,0
119.18541652170414,493.2128618300518,4.0,0
143.06364915023113,543.1631629637598,5.0,0
84.65304874223901,573.9675468117833,6.0,0
117.44641273441356,757.1995317494968,7.0,1
103.66684011476704,275.0567545799236,7.0,0
143.79605866435344,560.8735589124417,5.0,0
83.83403429289697,444.2869427427769,5.0,0
83.20556315638447,441.35848511112266,10.0,0
88.01214709111956,438.0227871746122,7.0,0
57.52208551380386,409.1230329192026,3.0,0
89.48489956638478,668.4524834603452,5.0,0
84.81734676892604,584.2297327013903,4.0,0
103.00787572952416,502.3195978557375,5.0,0
106.83511951554318,635.1015752487001,3.0,0
137.52341678431773,348.74710347011245,4.0,0
119.008476763721,366.9294868669074,9.0,0
88.46192688675194,282.2032267805312,6.0,0
82.03170657303284,430.05854598767127,1.0,0
109.83838343013012,516.1698526704753,7.0,0
73.59533585958715,510.2858577932334,7.0,1
136.62917531708706,514.934191105988,4.0,0
123.58880241442574,358.8943168933918,6.0,0
90.6164869579059,580.3154742614022,3.0,0
65.73730941818245,523.9627518238998,4.0,0
127.07744748330823,573.3054281465999,8.0,0
97.70920309494764,310.7237822409948,4.0,0
124.75632623946925,531.149085879779,1.0,0
68.11144682411266,381.2234760082473,5.0,0
88.01249954092454,460.2676747448638,5.0,0
100.10487399436366,553.4364898636384,7.0,0
100.93961187529484,509.1093606255913,5.0,0
90.99869057041512,414.8460020220681,4.0,1
112.45699864694996,500.62731561844186,7.0,0
78.6475914123481,346.8464684756357,5.0,0
97.15241029957411,615.0267395898296,3.0,0
102.40591263423798,479.4715980503749,7.0,0
110.28877668117498,611.8549944255326,5.0,0
114.2322975617778,447.3468312903957,5.0,0
77.50715816324262,447.6424011593417,5.0,0
69.31771658528756,423.58132133621535,3.0,0
125.55353643797018,587.6173931693075,4.0,0
106.64628023959185,429.0568842671525,5.0,0
85.03026926886892,564.4595432415176,5.0,0
131.02303951045047,461.75476023307095,8.0,0
102.31349268585716,302.403670010838,5.0,0
123.58594368127652,442.9685932213534,7.0,0
101.35036962820216,382.0891785637152,5.0,0
141.21495849763974,503.39027236823375,7.0,0
135.10681684886407,380.95922643255096,6.0,0
95.02071703041852,592.5975100714617,5.0,0
119.43141901908712,490.89241396469725,5.0,0
112.90751899170294,482.2404005241261,3.0,0
127.37263115064698,565.5892137787582,6.0,0
80.70153078839792,596.3906934075862,5.0,0
113.72102919996878,497.9901248230348,4.0,1
121.16848973699176,422.8799700450709,7.0,0
64.82521027153771,322.60303838878707,2.0,0
76.3348297466845,431.395024296482,4.0,1
59.21535644479799,438.2787753352038,7.0,0
94.61186331110883,510.7057452992297,6.0,0
114.35084511591924,465.4853118861973,5.0,0
130.04714104192055,568.7932972051428,6.0,0
101.4818956083955,438.7016728729311,5.0,0
132.57231091142583,494.2958833147058,2.0,0
