transaction_amount,account_age_days,num_transactions,prediction
92.85923491748596,267.09317407352694,4.821811201560124,0
144.93363616458964,335.8347233154657,8.71018106865425,1
127.07446245129981,611.5508148406822,5.051941810624496,0
82.3426321520477,583.3244225335598,5.094315289204188,0
105.53499370078659,297.5559451240176,4.297323330992865,0
161.2859134274288,426.3071803385901,6.28801945892749,0
59.33301891517315,535.6184705909285,5.956063252549959,0
109.27718427859557,527.0991909612833,6.406587889454188,0
151.64840646763835,284.739936334994,6.257153850513175,0
98.33148994337246,511.20116185966094,2.1062982011381384,0
103.02784620944864,407.05768430105184,7.622117363443382,0
117.63227577657773,623.8401485935095,2.5193089094461594,0
157.28474065310718,455.9784272818755,5.248358125771688,0
104.02745008288372,523.1144964506725,9.12853824990935,0
108.90045100884836,466.9055271022671,7.488473891325408,0
109.14121810953706,559.9733352381814,9.830298623522493,0
175.1482520681364,387.83166947883416,4.800643052148434,0
174.66965222434467,560.1903953614769,4.612324571653367,0
145.10134744697194,625.0755384008851,8.939062101450705,1
129.6546599793714,700.267277748814,6.37617260651957,0
138.43421439740607,670.0547533148567,11.192522697870483,0
157.26830070376997,415.66537995794306,3.698704912139202,0
96.60415328994021,549.2579668162297,7.833254238750966,0
149.3957261195526,576.8996685181964,7.590210961158808,1
88.65298330627469,550.8053826419228,8.97828910387576,0
104.05621243866474,570.4174160865466,7.559820314461042,0
142.67762989500753,530.8732336311591,7.776702937337933,1
84.28298249435078,414.5693510678518,6.439871404016499,0
116.49828199528335,504.85326641165153,8.467998004771605,0
98.45612760350787,581.6144041559837,4.842132469211094,0
113.60951573673508,535.3926471876922,8.3352933178172,0
50.035272363481894,348.4375793788027,10.717502827666298,0
75.71167238725383,374.68580679000917,4.275483480427641,0
102.50306913505207,430.89100599095764,7.792293033358577,0
143.18656079396456,455.42237981467593,7.1061902986800325,0
115.6591079302446,498.8727874084628,3.6712228421215642,0
120.07114789742027,362.74865960349234,6.281664700861928,0
137.20556777755712,575.3947000927549,8.267605655514629,0
98.0115914247737,257.0922810876018,7.931875097578702,0
127.09068309518227,543.4442023524678,3.8489272938399375,0
99.86583704835961,540.7840113144025,6.706555143229322,0
76.80826264698482,557.2918384959918,7.199735903519802,0
110.22750515612248,111.96148404904,8.311902305917428,0
134.34514656012644,318.0869418700631,6.143528362834433,0
128.46472627499503,437.67647791115746,4.608520642030691,0
119.70423763802951,500.1938445365832,8.805864235684655,0
179.80913164844316,470.2330317497648,3.321167584435308,0
130.32280400771947,382.3504080035238,4.414349208551734,0
144.46840014843366,633.9652784123488,7.930323788214457,1
175.95358346244882,518.8835399507283,6.83249584370341,0
87.64786692096878,432.62940974121847,6.379674422841977,0
94.03029474487616,361.4914163593246,3.9999110022803093,0
163.59280562807328,488.18559479007143,8.291866752608934,1
100.04843161897344,631.0440528921605,7.446156075605258,0
120.74208075758325,484.22157929087587,10.886476299336234,0
146.73289923560873,476.15430801942654,7.750894294696063,1
142.26765978232928,487.9538873573848,2.5406474710099434,0
163.87215454952775,494.4739041223107,6.263108152645204,0
157.39110342583672,452.01761104386526,5.778346181575461,0
146.73481674264343,363.25739936781684,5.607903264203851,0
100.68228214382022,663.4817170940576,5.502782907920692,0
139.87156669483045,556.4991122711688,6.411918276883893,0
127.85679986267168,734.0560075798815,4.152221553796357,0
86.8433635014886,539.7067130361048,2.02582850131949,0
155.43247616192133,452.24496677958587,7.020935203707523,0
140.18091336446417,366.4995983003659,8.73687978719867,0
121.13725201577743,440.4005073390762,7.150809806574566,0
114.17269847538967,341.6468457901175,6.738039860721397,0
90.04247138248033,731.7408811321429,4.078747493177528,0
124.98810183896582,477.9561948602868,8.156156451737818,0
131.7109779861411,574.3267929719386,1.0796270942907977,0
99.22112539391802,595.4362386980639,11.089567341345928,0
149.05510122748822,609.7098158957141,4.615214562377406,0
92.56992383792414,785.7443740362905,7.7837792866392626,0
66.92249124893897,468.5505724156415,4.855954956858577,0
145.99317727231752,458.1765522963847,6.269625910141798,0
109.91584904744731,499.7376350372165,5.144015632523706,0
116.84926036717462,569.8249834512139,0.9933652585112478,0
99.06208192937368,501.4652531180086,7.570692560962338,0
79.85093098206494,447.7378479182308,3.3271591963852334,0
151.38093436810547,394.0875125478044,3.1257638044051097,0
102.77827540382697,387.07806192914734,4.784965651550346,0
161.5238122036985,512.3367220032475,5.285829135878506,0
140.18270465526822,360.134610007789,6.879288514274572,0
112.1310463320635,262.31608817221576,4.722490942262413,0
92.85243997182833,493.8287435703917,12.706969850731712,0
101.68845033198858,619.5155901164098,2.1504054637667807,0
89.68692172262075,559.4173140761766,5.184888958447097,0
172.17783398970465,477.8534591301606,7.213879351380413,1
